date,sales,region,sku
2022-02-18,177,West,SKU8
2022-01-06,207,South,SKU10
2023-01-14,205,North,SKU3
2023-01-29,190,West,SKU8
2022-08-12,210,East,SKU15
2022-01-23,187,East,SKU14
2023-10-19,211,North,SKU3
2022-04-20,195,East,SKU15
2023-12-25,196,South,SKU1
2023-07-07,189,North,SKU7
2023-02-03,201,East,SKU14
2022-06-21,190,North,SKU4
2023-11-29,167,East,SKU14
2023-12-27,191,South,SKU9
2022-11-02,180,North,SKU10
2023-07-18,205,West,SKU10
2023-08-05,202,East,SKU7
2023-12-09,228,West,SKU15
2022-05-31,207,North,SKU4
2023-03-04,205,East,SKU18
2023-09-13,191,North,SKU16
2023-04-12,217,South,SKU19
2023-09-22,224,South,SKU8
2023-08-30,194,East,SKU16
2023-07-10,195,South,SKU6
2022-03-08,203,West,SKU19
2022-06-05,241,South,SKU10
2022-07-25,197,South,SKU13
2022-06-04,214,North,SKU16
2023-11-22,193,North,SKU2
2023-05-24,209,East,SKU8
2023-07-26,189,South,SKU9
2022-03-15,167,West,SKU7
2022-02-18,181,West,SKU5
2023-04-12,210,South,SKU8
2023-08-08,212,East,SKU3
2023-12-09,190,East,SKU13
2022-06-28,197,West,SKU20
2022-02-17,200,West,SKU19
2022-03-13,186,North,SKU12
2022-04-23,176,South,SKU19
2022-06-08,221,South,SKU8
2022-01-30,215,South,SKU19
2022-04-07,203,West,SKU6
2022-09-08,175,West,SKU7
2023-06-03,201,West,SKU17
2022-04-02,200,North,SKU15
2022-04-23,197,West,SKU14
2022-09-16,175,North,SKU15
2022-04-17,196,North,SKU8
2023-07-29,197,West,SKU8
2023-01-25,199,South,SKU20
2022-12-24,230,East,SKU6
2022-07-18,197,North,SKU3
2023-03-03,165,South,SKU16
2023-04-23,204,West,SKU3
2023-05-18,200,North,SKU13
2023-10-20,186,East,SKU15
2023-07-27,199,West,SKU10
2022-04-30,220,South,SKU9
2023-07-27,190,North,SKU15
2022-11-05,189,West,SKU12
2023-06-22,202,West,SKU19
2023-09-19,213,West,SKU9
2023-04-20,209,South,SKU3
2023-07-06,193,West,SKU13
2022-12-10,200,East,SKU4
2023-09-20,214,East,SKU3
2022-05-16,171,East,SKU5
2022-10-04,166,East,SKU20
2023-06-17,212,South,SKU9
2022-01-31,181,North,SKU18
2022-09-04,172,West,SKU10
2023-02-15,179,East,SKU19
2022-01-27,192,South,SKU15
2022-03-14,194,West,SKU18
2022-04-07,205,West,SKU7
2023-11-04,181,West,SKU3
2022-12-12,220,East,SKU2
2023-04-21,241,East,SKU11
2022-10-27,178,West,SKU15
2022-10-26,199,West,SKU7
2022-10-14,197,South,SKU19
2023-03-25,193,South,SKU5
2022-07-31,174,West,SKU19
2022-03-17,222,South,SKU10
2023-02-05,202,East,SKU15
2023-10-17,177,East,SKU1
2022-02-03,205,West,SKU17
2023-05-13,197,North,SKU10
2023-05-31,197,East,SKU4
2022-11-24,191,North,SKU17
2022-04-08,209,East,SKU10
2023-01-01,189,North,SKU12
2023-12-30,202,North,SKU11
2023-04-08,182,North,SKU3
2022-01-28,197,South,SKU19
2023-12-14,161,South,SKU18
2023-01-21,212,North,SKU18
2022-09-30,198,West,SKU4
2022-05-07,195,South,SKU5
2022-07-21,196,East,SKU3
2023-06-05,199,South,SKU1
2022-10-14,214,South,SKU17
2023-03-26,200,East,SKU17
2022-03-29,214,East,SKU20
2022-11-14,205,North,SKU1
2022-01-19,206,South,SKU1
2023-08-16,187,West,SKU4
2022-04-17,223,East,SKU9
2023-04-03,222,East,SKU6
2022-11-07,165,South,SKU12
2023-02-16,186,West,SKU13
2023-09-16,232,South,SKU20
2023-09-27,219,North,SKU11
2023-05-13,177,West,SKU12
2022-09-01,187,South,SKU10
2023-11-21,197,East,SKU16
2023-07-31,197,South,SKU17
2023-01-15,216,North,SKU13
2023-05-30,186,West,SKU1
2022-07-26,192,West,SKU9
2023-01-29,201,South,SKU8
2022-01-21,193,South,SKU18
2023-06-11,218,West,SKU1
2022-12-09,193,South,SKU3
2023-12-19,200,East,SKU1
2022-07-21,201,East,SKU1
2022-04-30,193,West,SKU19
2023-10-11,191,East,SKU18
2023-01-24,200,West,SKU12
2023-06-21,209,East,SKU6
2022-08-22,201,North,SKU17
2023-09-25,193,East,SKU12
2023-08-25,213,East,SKU2
2022-11-16,162,North,SKU4
2023-12-13,187,East,SKU7
2022-06-29,196,East,SKU2
2023-01-03,181,East,SKU20
2022-03-17,185,South,SKU20
2023-10-11,222,North,SKU15
2023-10-12,216,East,SKU7
2023-05-11,207,West,SKU19
2023-06-06,193,West,SKU3
2022-07-20,240,West,SKU9
2022-12-12,205,North,SKU12
2023-04-28,178,West,SKU18
2022-08-07,184,East,SKU3
2022-03-01,209,South,SKU9
2023-10-21,224,East,SKU6
2023-09-11,183,East,SKU5
2023-07-04,217,West,SKU9
2023-10-08,195,West,SKU14
2022-08-09,175,South,SKU2
2023-05-17,218,South,SKU3
2022-05-13,183,North,SKU1
2022-02-22,217,West,SKU4
2023-03-26,218,North,SKU13
2022-03-03,206,West,SKU8
2022-01-23,203,East,SKU18
2022-02-13,188,West,SKU20
2023-07-12,196,East,SKU4
2023-10-21,189,West,SKU7
2023-12-29,183,South,SKU13
2022-02-16,232,West,SKU1
2022-01-24,200,East,SKU18
2023-10-19,200,North,SKU14
2022-03-30,212,South,SKU8
2022-06-23,187,South,SKU10
2023-07-30,183,South,SKU8
2022-04-29,187,East,SKU3
2023-10-30,182,West,SKU3
2022-06-27,189,West,SKU6
2022-12-08,226,North,SKU11
2023-07-22,200,South,SKU4
2022-02-28,204,North,SKU20
2023-03-14,204,South,SKU16
2023-03-04,233,South,SKU11
2023-03-02,198,West,SKU20
2023-01-16,209,North,SKU2
2023-05-01,197,West,SKU5
2022-07-04,187,South,SKU5
2023-07-13,221,East,SKU16
2023-04-05,192,North,SKU14
2022-04-12,195,North,SKU7
2023-07-10,200,West,SKU1
2022-01-15,203,South,SKU2
2022-02-20,204,West,SKU14
2022-11-05,186,North,SKU5
2022-02-03,220,East,SKU13
2023-09-28,193,South,SKU13
2023-08-12,212,East,SKU7
2023-09-27,175,East,SKU15
2022-07-24,217,East,SKU10
2022-03-11,221,West,SKU2
2022-08-18,209,North,SKU19
2023-04-25,227,West,SKU13
2023-06-17,203,South,SKU6
2022-04-18,199,South,SKU1
2022-08-29,177,East,SKU1
2022-09-08,204,East,SKU12
2022-05-15,191,South,SKU14
2022-03-31,214,South,SKU11
2023-08-14,201,East,SKU1
2023-03-16,189,South,SKU5
2023-11-20,191,East,SKU3
2022-10-25,209,East,SKU13
2023-02-11,213,East,SKU5
2022-11-04,203,East,SKU13
2022-04-12,199,North,SKU10
2022-12-27,177,South,SKU3
2023-09-16,203,South,SKU1
2023-11-24,187,South,SKU13
2023-09-08,211,East,SKU5
2023-06-12,196,West,SKU11
2023-08-31,188,West,SKU12
2022-10-20,171,North,SKU11
2022-05-26,208,South,SKU15
2023-02-08,203,East,SKU6
2022-01-02,168,East,SKU3
2022-04-29,191,North,SKU16
2023-08-29,192,North,SKU13
2022-07-10,215,East,SKU16
2022-01-03,169,West,SKU5
2023-05-02,214,South,SKU15
2023-09-15,201,East,SKU16
2022-06-26,214,North,SKU1
2022-09-14,207,East,SKU8
2023-06-18,214,West,SKU20
2023-04-22,199,East,SKU5
2023-02-02,200,North,SKU7
2023-05-11,224,North,SKU10
2022-08-08,243,East,SKU16
2022-06-22,185,North,SKU5
2023-01-25,190,West,SKU20
2023-05-17,194,South,SKU11
2023-07-31,203,South,SKU18
2022-09-17,203,South,SKU20
2022-05-11,209,North,SKU13
2022-04-23,188,West,SKU19
2023-12-24,200,West,SKU12
2022-01-20,181,East,SKU18
2022-08-03,192,East,SKU15
2022-11-06,178,East,SKU6
2022-09-08,204,West,SKU10
2023-05-03,227,West,SKU17
2023-01-17,201,East,SKU10
2023-02-13,188,West,SKU4
2022-09-28,210,South,SKU8
2023-02-11,197,East,SKU5
2023-11-23,210,East,SKU19
2022-07-13,198,North,SKU18
2023-03-17,204,North,SKU16
2022-11-09,169,East,SKU4
2022-03-20,202,South,SKU7
2022-06-29,211,West,SKU8
2023-11-06,202,South,SKU15
2023-12-15,203,South,SKU9
2022-01-14,180,West,SKU7
2022-09-03,203,North,SKU9
2022-01-14,198,West,SKU20
2022-04-09,194,South,SKU1
2022-02-02,224,West,SKU7
2023-03-12,217,North,SKU2
2022-09-14,204,West,SKU15
2022-02-03,202,West,SKU10
2022-01-19,192,West,SKU9
2023-10-26,201,South,SKU16
2022-09-17,203,West,SKU6
2023-11-07,190,West,SKU12
2023-08-12,174,North,SKU8
2023-02-20,181,North,SKU9
2022-05-17,199,North,SKU7
2022-12-25,230,West,SKU14
2023-12-21,178,East,SKU11
2023-08-02,223,North,SKU12
2022-04-26,175,West,SKU19
2023-02-08,209,North,SKU10
2022-07-21,209,North,SKU19
2023-01-11,202,West,SKU13
2022-09-07,228,South,SKU3
2023-03-22,191,North,SKU16
2022-10-05,211,East,SKU5
2022-04-22,201,South,SKU8
2023-04-18,197,South,SKU1
2023-11-19,187,East,SKU14
2023-01-27,177,North,SKU20
2022-05-23,203,West,SKU5
2022-02-01,213,North,SKU16
2022-06-30,195,South,SKU1
2023-08-02,198,East,SKU3
2023-05-31,194,West,SKU3
2022-09-26,210,South,SKU11
2022-08-24,206,South,SKU11
2022-10-04,200,North,SKU20
2023-07-07,175,North,SKU5
2023-09-25,179,East,SKU12
2022-10-02,208,South,SKU6
2022-03-27,186,East,SKU16
2022-03-04,190,South,SKU6
2023-02-08,205,East,SKU9
2022-07-11,192,East,SKU10
2022-10-20,185,East,SKU14
2022-01-31,194,East,SKU15
2022-11-26,186,West,SKU7
2023-10-20,201,West,SKU20
2022-04-17,207,South,SKU5
2023-09-14,201,East,SKU7
2022-10-03,203,South,SKU8
2023-12-23,184,East,SKU14
2023-10-13,221,North,SKU15
2023-08-21,178,South,SKU17
2023-07-10,208,South,SKU20
2022-03-23,203,South,SKU16
2022-03-05,191,West,SKU9
2023-07-21,209,East,SKU11
2023-08-09,196,South,SKU4
2022-05-09,205,East,SKU2
2022-09-13,214,East,SKU2
2022-08-19,180,North,SKU15
2023-05-12,184,North,SKU8
2022-05-17,188,North,SKU16
2023-03-31,199,West,SKU8
2022-12-21,230,East,SKU5
2023-09-16,206,South,SKU11
2023-04-30,183,South,SKU5
2022-05-26,202,North,SKU8
2022-02-02,205,South,SKU16
2022-09-17,183,West,SKU6
2022-03-28,210,North,SKU6
2022-09-22,197,West,SKU7
2023-06-26,174,North,SKU18
2023-01-27,191,West,SKU3
2022-08-20,196,South,SKU14
2023-08-11,207,South,SKU17
2023-03-23,212,West,SKU10
2022-05-09,170,East,SKU16
2022-09-28,196,South,SKU20
2022-03-30,183,South,SKU19
2023-04-11,204,North,SKU12
2022-06-19,228,East,SKU14
2022-05-08,213,South,SKU11
2022-06-23,205,West,SKU1
2022-01-26,173,East,SKU10
2023-07-27,243,East,SKU11
2023-05-26,190,North,SKU4
2023-05-03,178,North,SKU18
2023-08-02,209,South,SKU11
2023-02-10,202,North,SKU8
2022-01-26,209,East,SKU7
2022-03-24,208,West,SKU17
2022-12-30,200,North,SKU6
2023-01-02,191,North,SKU10
2022-03-01,205,West,SKU12
2023-07-05,185,East,SKU2
2023-09-27,197,East,SKU13
2022-10-19,212,North,SKU13
2022-07-10,201,North,SKU5
2023-04-06,221,West,SKU6
2023-10-26,215,North,SKU16
2022-08-21,173,East,SKU18
2023-04-19,205,East,SKU17
2023-02-09,217,West,SKU20
2023-10-20,228,West,SKU15
2022-09-28,168,North,SKU15
2022-05-14,198,South,SKU15
2022-06-20,183,West,SKU4
2023-02-19,212,East,SKU9
2022-01-28,185,North,SKU12
2022-05-16,206,West,SKU14
2023-02-09,200,East,SKU1
2023-05-20,216,North,SKU10
2022-08-29,212,West,SKU15
2023-03-20,193,North,SKU11
2023-03-10,205,North,SKU1
2022-08-16,216,South,SKU8
2023-05-24,229,West,SKU9
2022-10-30,222,West,SKU3
2022-02-03,203,West,SKU1
2022-01-02,215,South,SKU10
2022-12-28,183,East,SKU6
2022-07-14,204,West,SKU19
2023-08-29,211,West,SKU4
2022-11-04,216,East,SKU19
2023-10-09,199,West,SKU7
2023-12-17,192,South,SKU12
2022-09-07,171,West,SKU5
2022-05-27,201,North,SKU19
2022-12-12,207,South,SKU19
2022-12-14,185,South,SKU20
2022-09-11,187,North,SKU7
2023-02-03,222,East,SKU14
2022-11-30,194,South,SKU9
2022-06-25,212,West,SKU5
2022-05-05,197,East,SKU18
2023-02-02,204,South,SKU9
2022-05-11,188,West,SKU5
2023-07-16,204,West,SKU16
2023-08-28,194,South,SKU9
2023-02-11,228,East,SKU20
2022-11-30,192,East,SKU11
2022-01-20,197,North,SKU14
2022-07-24,189,North,SKU3
2023-08-26,184,South,SKU20
2022-12-21,204,West,SKU7
2022-06-22,212,South,SKU11
2022-07-08,206,North,SKU17
2022-01-02,202,North,SKU18
2022-06-17,226,South,SKU19
2023-01-03,203,North,SKU17
2023-06-20,196,East,SKU9
2023-08-03,189,South,SKU14
2023-01-05,192,South,SKU11
2023-12-07,220,South,SKU15
2023-08-19,212,South,SKU4
2023-03-13,200,East,SKU19
2022-07-26,209,North,SKU9
2022-02-18,178,South,SKU2
2023-06-28,199,South,SKU8
2023-11-13,215,West,SKU7
2022-05-09,187,South,SKU18
2023-03-23,189,South,SKU19
2023-09-06,206,West,SKU18
2022-02-04,210,East,SKU15
2022-07-18,214,North,SKU11
2022-03-18,213,East,SKU12
2023-01-04,194,South,SKU3
2023-06-10,201,South,SKU4
2022-12-15,227,East,SKU18
2023-05-21,199,South,SKU12
2023-10-05,195,East,SKU16
2022-08-26,210,East,SKU12
2022-10-07,219,North,SKU7
2023-07-31,193,North,SKU12
2023-03-08,215,North,SKU4
2022-05-18,199,North,SKU16
2022-09-26,179,East,SKU16
2022-07-20,227,South,SKU17
2022-05-22,193,East,SKU20
2023-09-04,212,South,SKU9
2023-10-12,198,North,SKU14
2023-11-11,217,West,SKU5
2023-09-03,195,South,SKU18
2022-12-21,207,South,SKU12
2023-08-01,207,West,SKU7
2022-11-25,196,East,SKU2
2023-07-13,196,North,SKU18
2022-08-19,201,East,SKU3
2022-11-04,181,South,SKU15
2023-10-20,198,South,SKU11
2023-12-20,210,South,SKU10
2022-05-26,193,East,SKU20
2022-06-01,193,East,SKU19
2022-05-20,197,West,SKU13
2023-10-25,175,East,SKU16
2022-01-21,188,North,SKU20
2022-09-11,181,South,SKU18
2022-03-05,202,East,SKU12
2022-08-06,197,East,SKU15
2022-03-13,189,East,SKU2
2022-06-11,173,East,SKU13
2022-05-10,206,East,SKU12
2023-08-04,213,East,SKU15
2022-08-13,206,East,SKU3
2023-08-03,177,North,SKU17
2023-03-30,192,East,SKU6
2023-01-19,171,West,SKU11
2022-04-17,217,North,SKU20
2023-09-13,200,North,SKU4
2022-04-13,184,West,SKU10
2022-05-21,185,South,SKU19
2023-07-31,222,South,SKU9
2022-05-14,215,North,SKU19
2022-07-18,198,North,SKU15
2023-05-25,206,East,SKU9
2023-10-29,202,North,SKU13
2022-03-20,209,East,SKU2
2023-04-27,188,East,SKU8
2023-05-27,206,South,SKU12
2022-09-07,212,North,SKU9
2023-08-22,231,East,SKU5
2023-08-23,192,North,SKU4
2023-04-28,222,East,SKU13
2022-06-21,209,South,SKU15
2022-01-17,209,East,SKU2
2022-10-21,199,South,SKU1
2023-01-29,194,West,SKU4
2023-05-13,207,South,SKU10
2022-08-07,190,South,SKU1
2022-08-22,223,South,SKU2
2023-01-25,203,West,SKU12
2022-09-05,231,South,SKU16
2022-02-21,183,North,SKU3
2022-01-15,187,North,SKU9
2022-11-20,236,West,SKU3
2023-03-17,198,West,SKU20
2022-04-22,172,West,SKU16
2023-11-27,230,East,SKU8
2022-01-07,194,South,SKU19
2023-07-17,216,South,SKU11
2022-09-02,203,West,SKU6
2023-03-24,200,West,SKU14
2022-12-31,200,North,SKU1
2023-01-02,174,North,SKU12
2023-11-29,203,South,SKU15
2022-10-14,211,North,SKU16
2023-08-27,194,North,SKU4
2022-04-16,194,South,SKU8
2022-01-13,228,West,SKU17
2022-05-26,216,West,SKU3
2023-04-23,206,South,SKU3
2023-09-23,225,West,SKU15
2023-12-16,203,West,SKU15
2023-10-15,175,South,SKU8
2022-04-25,204,East,SKU15
2023-05-24,194,West,SKU8
2022-06-01,189,South,SKU19
2022-02-26,209,East,SKU4
2023-01-17,203,North,SKU1
2022-06-06,208,West,SKU3
2022-05-13,203,South,SKU8
2022-06-12,193,North,SKU17
2022-10-02,201,North,SKU17
2023-11-26,179,East,SKU6
2022-03-18,216,South,SKU11
2022-02-13,185,East,SKU6
2023-12-19,190,North,SKU1
2023-07-04,188,West,SKU3
2022-11-14,215,East,SKU20
2023-06-18,200,South,SKU9
2023-08-08,186,South,SKU15
2022-06-03,209,North,SKU8
2022-08-25,204,South,SKU20
2023-06-01,191,East,SKU16
2022-08-09,201,East,SKU10
2022-11-06,185,West,SKU14
2023-08-21,203,North,SKU16
2022-06-26,185,North,SKU15
2022-08-08,205,East,SKU9
2022-02-07,195,North,SKU10
2023-10-16,209,East,SKU8
2023-03-07,204,East,SKU12
2022-07-22,215,West,SKU5
2023-03-24,214,East,SKU14
2023-05-10,200,East,SKU3
2023-11-15,193,West,SKU15
2022-05-05,217,North,SKU6
2022-03-06,194,East,SKU19
2022-09-01,182,South,SKU18
2023-06-11,205,West,SKU7
2022-08-14,192,North,SKU3
2023-04-10,195,West,SKU5
2023-10-05,196,East,SKU16
2023-12-08,191,North,SKU15
2022-10-20,220,South,SKU20
2023-12-22,195,West,SKU9
2023-01-16,227,South,SKU3
2023-09-17,189,West,SKU12
2022-06-15,168,East,SKU1
2023-12-04,210,West,SKU20
2022-08-06,213,South,SKU6
2022-10-02,202,West,SKU2
2022-02-21,216,East,SKU13
2023-01-09,215,East,SKU20
2023-11-01,220,West,SKU8
2022-12-29,203,North,SKU18
2023-07-21,212,East,SKU16
2022-01-14,202,West,SKU2
2022-12-06,192,East,SKU16
2023-08-25,192,East,SKU3
2023-06-23,228,East,SKU16
2022-03-30,197,East,SKU16
2022-02-10,197,East,SKU9
2022-10-31,200,East,SKU19
2022-09-25,198,North,SKU11
2022-05-18,186,North,SKU2
2022-01-06,197,East,SKU16
2022-08-30,211,North,SKU16
2022-06-11,210,East,SKU15
2023-11-23,208,East,SKU20
2023-06-02,209,West,SKU7
2023-02-05,193,South,SKU12
2022-06-05,205,North,SKU15
2022-03-26,175,South,SKU2
2023-12-13,228,East,SKU7
2022-01-10,221,West,SKU20
2022-05-18,188,East,SKU12
2023-12-14,200,East,SKU20
2022-06-05,221,West,SKU19
2023-02-12,193,West,SKU14
2022-08-13,207,North,SKU2
2023-08-03,227,West,SKU14
2022-07-03,226,North,SKU20
2022-07-14,201,North,SKU14
2023-07-08,200,North,SKU18
2023-01-31,216,South,SKU3
2023-10-25,196,South,SKU17
2023-08-19,192,North,SKU16
2022-05-14,210,North,SKU13
2022-11-05,198,South,SKU17
2023-06-26,197,North,SKU6
2022-01-09,206,East,SKU5
2022-06-19,217,East,SKU17
2022-10-17,207,West,SKU15
2022-06-17,192,North,SKU2
2022-12-10,216,North,SKU7
2023-05-12,207,East,SKU4
2022-05-25,244,North,SKU19
2023-02-17,216,East,SKU13
2023-08-11,196,East,SKU3
2023-11-20,207,North,SKU9
2023-04-02,186,North,SKU10
2023-12-02,209,East,SKU18
2022-10-29,194,North,SKU16
2022-02-15,215,North,SKU4
2022-01-17,215,South,SKU17
2023-08-01,204,South,SKU16
2022-12-26,209,East,SKU1
2022-09-18,209,East,SKU5
2022-05-03,204,West,SKU2
2022-08-19,204,West,SKU8
2023-09-29,202,East,SKU16
2022-04-22,192,South,SKU6
2023-08-16,207,East,SKU14
2022-09-03,194,East,SKU4
2023-01-26,204,South,SKU8
2023-01-27,182,West,SKU20
2022-11-24,191,East,SKU14
2022-08-03,201,West,SKU4
2023-01-02,214,North,SKU14
2022-03-23,184,South,SKU8
2022-03-17,215,East,SKU19
2023-06-11,183,East,SKU5
2023-05-18,196,West,SKU12
2023-04-24,196,North,SKU3
2023-01-07,222,South,SKU17
2022-09-22,210,North,SKU19
2022-09-21,207,North,SKU6
2022-04-20,189,East,SKU19
2022-11-03,188,West,SKU13
2022-07-19,202,West,SKU9
2022-08-14,199,East,SKU18
2022-07-04,215,East,SKU14
2022-01-31,182,North,SKU8
2023-09-06,206,West,SKU11
2022-04-09,189,South,SKU18
2022-12-05,196,East,SKU18
2022-09-23,207,North,SKU15
2023-10-14,188,West,SKU6
2022-12-16,209,East,SKU17
2023-12-29,205,North,SKU8
2023-06-28,211,West,SKU20
2023-04-02,187,South,SKU16
2022-03-29,198,North,SKU2
2022-03-04,180,South,SKU1
2023-01-22,203,North,SKU13
2023-04-04,218,South,SKU7
2023-08-09,192,West,SKU19
2023-09-28,215,South,SKU3
2022-09-26,229,South,SKU12
2023-09-25,197,South,SKU12
2022-12-12,178,West,SKU17
2023-12-25,222,East,SKU17
2023-10-22,213,East,SKU18
2022-03-19,196,North,SKU3
2022-12-31,212,East,SKU20
2022-01-14,201,South,SKU15
2022-05-16,206,West,SKU2
2022-10-31,207,East,SKU7
2023-02-01,196,West,SKU13
2022-03-20,189,South,SKU13
2023-12-06,199,East,SKU19
2023-02-22,204,North,SKU6
2022-08-30,233,North,SKU10
2022-02-20,202,South,SKU8
2023-01-19,219,West,SKU10
2023-01-10,199,South,SKU6
2023-12-31,221,East,SKU12
2022-07-25,187,West,SKU1
2023-05-04,189,West,SKU2
2023-01-16,196,West,SKU11
2022-11-07,189,West,SKU3
2023-01-10,223,East,SKU1
2023-09-24,200,West,SKU4
2023-08-15,172,West,SKU3
2022-02-11,220,South,SKU17
2023-06-17,186,North,SKU20
2023-06-06,215,West,SKU7
2022-06-02,219,North,SKU12
2022-11-08,219,West,SKU19
2022-10-21,184,West,SKU6
2023-08-21,210,South,SKU7
2022-04-23,228,North,SKU5
2023-12-02,183,South,SKU4
2022-04-22,231,East,SKU11
2022-06-24,188,North,SKU10
2022-10-29,199,North,SKU3
2023-05-31,195,South,SKU18
2022-08-09,210,West,SKU15
2022-06-20,199,West,SKU12
2022-11-14,199,East,SKU16
2022-08-01,184,West,SKU5
2022-09-10,187,North,SKU10
2022-05-04,199,North,SKU11
2023-10-02,214,East,SKU1
2022-08-01,221,East,SKU16
2023-09-16,185,South,SKU12
2022-03-26,225,North,SKU2
2023-05-31,197,North,SKU12
2022-03-06,180,East,SKU2
2022-11-14,200,East,SKU11
2022-12-12,207,North,SKU3
2023-09-24,214,East,SKU5
2022-08-31,175,West,SKU15
2022-05-17,189,South,SKU5
2022-09-04,201,West,SKU19
2023-03-17,184,South,SKU12
2022-02-14,192,East,SKU8
2023-10-20,202,North,SKU3
2023-11-19,213,West,SKU13
2023-07-08,181,West,SKU11
2022-03-30,213,East,SKU11
2023-12-31,192,West,SKU7
2022-08-16,195,North,SKU6
2022-10-18,204,South,SKU11
2023-02-26,192,West,SKU9
2022-03-08,211,South,SKU15
2022-09-08,194,South,SKU16
2022-02-10,189,North,SKU2
2022-04-09,202,East,SKU11
2022-11-02,190,North,SKU6
2023-04-01,196,North,SKU12
2023-08-14,194,South,SKU5
2022-10-28,230,East,SKU18
2022-07-18,204,North,SKU12
2023-10-21,215,East,SKU8
2023-05-03,199,North,SKU1
2022-04-16,205,North,SKU3
2023-02-05,170,South,SKU4
2023-12-06,182,South,SKU8
2023-04-22,212,South,SKU18
2022-05-02,212,East,SKU8
2022-03-18,216,North,SKU2
2022-11-08,199,West,SKU12
2022-04-22,204,South,SKU19
2023-11-13,216,East,SKU8
2023-06-02,185,East,SKU9
2022-07-16,192,North,SKU20
2022-04-08,185,West,SKU15
2023-04-04,170,West,SKU19
2022-08-18,198,West,SKU15
2022-06-17,208,West,SKU19
2022-01-08,202,South,SKU9
2022-06-21,209,West,SKU20
2022-12-26,204,South,SKU18
2022-07-14,196,West,SKU16
2022-09-26,197,South,SKU13
2022-01-19,205,South,SKU15
2022-12-20,235,West,SKU20
2022-02-18,178,East,SKU19
2023-04-09,196,West,SKU15
2022-12-22,220,South,SKU5
2022-06-07,201,South,SKU4
2022-03-07,191,East,SKU18
2023-07-25,200,North,SKU14
2022-11-04,185,North,SKU10
2022-12-03,198,East,SKU1
2023-11-02,187,East,SKU17
2022-05-01,202,West,SKU1
2023-02-08,185,South,SKU19
2023-10-09,201,North,SKU15
2023-07-22,193,West,SKU2
2022-04-06,206,North,SKU4
2022-04-24,164,West,SKU3
2023-03-05,196,South,SKU8
2023-06-24,204,West,SKU11
2022-01-02,186,South,SKU6
2022-07-31,240,West,SKU9
2023-08-03,209,South,SKU17
2023-10-02,209,West,SKU15
2022-11-29,221,West,SKU13
2022-01-24,180,South,SKU15
2023-01-03,201,East,SKU18
2023-05-21,198,East,SKU17
2022-06-25,209,West,SKU9
2023-03-05,170,South,SKU2
2023-03-18,177,North,SKU18
2023-07-02,206,North,SKU9
2023-05-29,188,North,SKU19
2022-12-27,182,North,SKU10
2022-10-01,203,North,SKU14
2022-06-26,180,South,SKU1
2022-09-21,219,West,SKU18
2022-07-05,185,North,SKU1
2023-06-11,201,East,SKU9
2022-10-06,209,East,SKU20
2023-12-07,196,North,SKU16
2022-07-17,215,East,SKU19
2022-12-15,197,South,SKU3
2023-02-25,209,North,SKU1
2022-11-01,188,West,SKU8
2022-03-05,193,South,SKU20
2022-10-17,213,East,SKU17
2022-01-18,212,North,SKU5
2022-03-05,222,South,SKU10
2022-11-26,183,South,SKU8
2022-01-17,208,South,SKU12
2023-03-19,189,South,SKU16
2022-05-21,192,South,SKU19
2022-11-04,182,East,SKU4
2023-03-20,192,North,SKU10
2023-05-11,197,South,SKU4
2023-03-02,185,South,SKU16
2023-04-20,218,East,SKU3
2022-09-02,184,West,SKU19
2023-03-26,193,North,SKU2
2022-12-17,213,North,SKU8
2023-08-22,188,West,SKU11
2023-12-12,197,North,SKU7
2022-06-10,194,North,SKU6
2022-05-20,166,West,SKU9
2023-05-08,213,North,SKU4
2023-08-11,196,East,SKU14
2023-06-15,211,South,SKU15
2023-01-28,214,North,SKU19
2023-02-05,203,North,SKU19
2022-02-19,193,South,SKU16
2022-10-22,193,South,SKU12
2023-03-01,186,North,SKU10
2022-01-12,191,East,SKU6
2022-12-01,185,South,SKU18
2022-01-15,208,South,SKU19
2022-01-28,176,West,SKU8
2023-01-23,223,East,SKU15
2022-10-19,186,South,SKU5
2022-09-07,188,South,SKU13
2023-05-20,210,North,SKU14
2022-04-08,194,South,SKU15
2022-12-03,168,South,SKU2
2022-02-08,200,West,SKU19
2022-02-07,198,East,SKU2
2022-10-27,184,South,SKU5
2022-06-28,194,East,SKU5
2023-09-01,193,East,SKU2
2023-04-14,212,East,SKU17
2022-10-09,209,West,SKU7
2022-06-13,240,South,SKU10
2023-03-29,185,West,SKU15
2022-04-07,246,East,SKU18
2022-11-05,212,North,SKU8
2022-09-19,212,South,SKU4
2022-10-20,210,South,SKU11
2022-09-06,193,East,SKU7
2022-09-02,184,East,SKU16
2022-09-08,220,East,SKU3
2022-05-03,191,East,SKU20
2022-11-21,208,North,SKU15
2023-11-12,222,West,SKU9
2023-05-16,203,South,SKU19
2023-11-18,180,East,SKU14
2023-12-17,203,West,SKU2
2022-03-07,217,North,SKU20
2022-02-28,191,West,SKU18
2023-05-13,200,East,SKU11
2023-01-08,198,West,SKU11
2022-09-23,214,West,SKU18
2023-10-15,200,North,SKU1
2022-08-24,208,South,SKU8
2022-08-06,195,North,SKU1
2023-06-11,221,East,SKU9
2023-03-17,215,South,SKU7
2023-10-12,194,West,SKU17
2023-02-10,194,East,SKU17
2023-08-24,218,West,SKU12
